0.3619 	WARNING 	Movie2 stim could not be imported and won't be available
151.9223 	EXP 	New trial (rep=0, index=12): {u'stim': u'enano'}
151.9265 	EXP 	window1: recordFrameIntervals = False
151.9389 	EXP 	text: autoDraw = False
151.9389 	EXP 	text: text = u'enano'
151.9389 	EXP 	text: autoDraw = True
151.9392 	EXP 	window1: recordFrameIntervals = False
153.1215 	DATA 	Keypress: space
153.1223 	EXP 	New trial (rep=0, index=13): {u'stim': u'hincha'}
153.1266 	EXP 	window1: recordFrameIntervals = False
153.1383 	EXP 	text: autoDraw = False
153.1383 	EXP 	text: text = u'hincha'
153.1383 	EXP 	text: autoDraw = True
153.1385 	EXP 	window1: recordFrameIntervals = False
154.6550 	DATA 	Keypress: space
154.6558 	EXP 	New trial (rep=0, index=14): {u'stim': u'a\xf1o'}
154.6607 	EXP 	window1: recordFrameIntervals = False
154.6712 	EXP 	text: autoDraw = False
154.6712 	EXP 	text: text = u'a\xf1o'
154.6712 	EXP 	text: autoDraw = True
154.6715 	EXP 	window1: recordFrameIntervals = False
155.8566 	DATA 	Keypress: space
155.8574 	EXP 	New trial (rep=0, index=15): {u'stim': u'tango'}
155.8614 	EXP 	window1: recordFrameIntervals = False
155.8719 	EXP 	text: autoDraw = False
155.8719 	EXP 	text: text = u'tango'
155.8719 	EXP 	text: autoDraw = True
155.8723 	EXP 	window1: recordFrameIntervals = False
157.1062 	DATA 	Keypress: space
157.1070 	EXP 	New trial (rep=0, index=16): {u'stim': u'pala'}
157.1107 	EXP 	window1: recordFrameIntervals = False
157.1219 	EXP 	text: autoDraw = False
157.1219 	EXP 	text: text = u'pala'
157.1219 	EXP 	text: autoDraw = True
157.1222 	EXP 	window1: recordFrameIntervals = False
158.4388 	DATA 	Keypress: space
158.4396 	EXP 	New trial (rep=0, index=17): {u'stim': u'alto'}
158.4437 	EXP 	window1: recordFrameIntervals = False
158.4550 	EXP 	text: autoDraw = False
158.4550 	EXP 	text: text = u'alto'
158.4550 	EXP 	text: autoDraw = True
158.4553 	EXP 	window1: recordFrameIntervals = False
159.7564 	DATA 	Keypress: space
159.7573 	EXP 	New trial (rep=0, index=18): {u'stim': u'algo'}
159.7609 	EXP 	window1: recordFrameIntervals = False
159.7726 	EXP 	text: autoDraw = False
159.7726 	EXP 	text: text = u'algo'
159.7726 	EXP 	text: autoDraw = True
159.7729 	EXP 	window1: recordFrameIntervals = False
161.3566 	DATA 	Keypress: space
161.3574 	EXP 	New trial (rep=0, index=19): {u'stim': u'para'}
161.3612 	EXP 	window1: recordFrameIntervals = False
161.3728 	EXP 	text: autoDraw = False
161.3728 	EXP 	text: text = u'para'
161.3728 	EXP 	text: autoDraw = True
161.3732 	EXP 	window1: recordFrameIntervals = False
162.5563 	DATA 	Keypress: space
162.5571 	EXP 	New trial (rep=0, index=20): {u'stim': u'corre'}
162.5611 	EXP 	window1: recordFrameIntervals = False
162.5726 	EXP 	text: autoDraw = False
162.5726 	EXP 	text: text = u'corre'
162.5726 	EXP 	text: autoDraw = True
162.5730 	EXP 	window1: recordFrameIntervals = False
163.9397 	DATA 	Keypress: space
163.9405 	EXP 	New trial (rep=0, index=21): {u'stim': u'Enrique'}
163.9472 	EXP 	window1: recordFrameIntervals = False
163.9569 	EXP 	text: autoDraw = False
163.9569 	EXP 	text: text = u'Enrique'
163.9569 	EXP 	text: autoDraw = True
163.9572 	EXP 	window1: recordFrameIntervals = False
165.4911 	DATA 	Keypress: space
165.5074 	EXP 	New trial (rep=0, index=22): {u'stim': u'Rosa'}
165.5128 	EXP 	window1: recordFrameIntervals = False
165.5233 	EXP 	text: autoDraw = False
165.5233 	EXP 	text: text = u'Rosa'
165.5233 	EXP 	text: autoDraw = True
165.5237 	EXP 	window1: recordFrameIntervals = False
166.8911 	DATA 	Keypress: space
166.8920 	EXP 	New trial (rep=0, index=23): {u'stim': u'Israel'}
166.8973 	EXP 	window1: recordFrameIntervals = False
166.9064 	EXP 	text: autoDraw = False
166.9064 	EXP 	text: text = u'Israel'
166.9064 	EXP 	text: autoDraw = True
166.9067 	EXP 	window1: recordFrameIntervals = False
169.1070 	DATA 	Keypress: space
169.1078 	EXP 	New trial (rep=0, index=24): {u'stim': u'\xbfCu\xe1ndo vienes?'}
169.1173 	EXP 	window1: recordFrameIntervals = False
169.1239 	EXP 	text: autoDraw = False
169.1239 	EXP 	text: text = u'\xbfCu\xe1ndo vienes?'
169.1239 	EXP 	text: autoDraw = True
169.1242 	EXP 	window1: recordFrameIntervals = False
171.9245 	DATA 	Keypress: space
171.9253 	EXP 	New trial (rep=0, index=25): {u'stim': u'\xbfVienes a las 6?'}
171.9336 	EXP 	window1: recordFrameIntervals = False
171.9403 	EXP 	text: autoDraw = False
171.9403 	EXP 	text: text = u'\xbfVienes a las 6?'
171.9403 	EXP 	text: autoDraw = True
171.9405 	EXP 	window1: recordFrameIntervals = False
173.9247 	DATA 	Keypress: space
