0.3473 	WARNING 	Movie2 stim could not be imported and won't be available
98.2674 	EXP 	New trial (rep=0, index=12): {u'stim': u'enano'}
98.2701 	EXP 	window1: recordFrameIntervals = False
98.2834 	EXP 	text: autoDraw = False
98.2834 	EXP 	text: text = u'enano'
98.2834 	EXP 	text: autoDraw = True
98.2836 	EXP 	window1: recordFrameIntervals = False
100.4042 	DATA 	Keypress: space
100.4046 	EXP 	New trial (rep=0, index=13): {u'stim': u'hincha'}
100.4073 	EXP 	window1: recordFrameIntervals = False
100.4206 	EXP 	text: autoDraw = False
100.4206 	EXP 	text: text = u'hincha'
100.4206 	EXP 	text: autoDraw = True
100.4208 	EXP 	window1: recordFrameIntervals = False
102.9342 	DATA 	Keypress: space
102.9347 	EXP 	New trial (rep=0, index=14): {u'stim': u'a\xf1o'}
102.9391 	EXP 	window1: recordFrameIntervals = False
102.9506 	EXP 	text: autoDraw = False
102.9506 	EXP 	text: text = u'a\xf1o'
102.9506 	EXP 	text: autoDraw = True
102.9507 	EXP 	window1: recordFrameIntervals = False
105.2176 	DATA 	Keypress: space
105.2180 	EXP 	New trial (rep=0, index=15): {u'stim': u'tango'}
105.2207 	EXP 	window1: recordFrameIntervals = False
105.2341 	EXP 	text: autoDraw = False
105.2341 	EXP 	text: text = u'tango'
105.2341 	EXP 	text: autoDraw = True
105.2342 	EXP 	window1: recordFrameIntervals = False
107.5011 	DATA 	Keypress: space
107.5015 	EXP 	New trial (rep=0, index=16): {u'stim': u'pala'}
107.5038 	EXP 	window1: recordFrameIntervals = False
107.5176 	EXP 	text: autoDraw = False
107.5176 	EXP 	text: text = u'pala'
107.5176 	EXP 	text: autoDraw = True
107.5178 	EXP 	window1: recordFrameIntervals = False
109.6846 	DATA 	Keypress: space
109.6850 	EXP 	New trial (rep=0, index=17): {u'stim': u'alto'}
109.6894 	EXP 	window1: recordFrameIntervals = False
109.7011 	EXP 	text: autoDraw = False
109.7011 	EXP 	text: text = u'alto'
109.7011 	EXP 	text: autoDraw = True
109.7013 	EXP 	window1: recordFrameIntervals = False
111.5850 	DATA 	Keypress: space
111.5854 	EXP 	New trial (rep=0, index=18): {u'stim': u'algo'}
111.5879 	EXP 	window1: recordFrameIntervals = False
111.6014 	EXP 	text: autoDraw = False
111.6014 	EXP 	text: text = u'algo'
111.6014 	EXP 	text: autoDraw = True
111.6016 	EXP 	window1: recordFrameIntervals = False
113.5018 	DATA 	Keypress: space
113.5022 	EXP 	New trial (rep=0, index=19): {u'stim': u'para'}
113.5046 	EXP 	window1: recordFrameIntervals = False
113.5182 	EXP 	text: autoDraw = False
113.5182 	EXP 	text: text = u'para'
113.5182 	EXP 	text: autoDraw = True
113.5183 	EXP 	window1: recordFrameIntervals = False
115.9888 	DATA 	Keypress: space
115.9892 	EXP 	New trial (rep=0, index=20): {u'stim': u'corre'}
115.9918 	EXP 	window1: recordFrameIntervals = False
116.0054 	EXP 	text: autoDraw = False
116.0054 	EXP 	text: text = u'corre'
116.0054 	EXP 	text: autoDraw = True
116.0056 	EXP 	window1: recordFrameIntervals = False
118.3689 	DATA 	Keypress: space
118.3697 	EXP 	New trial (rep=0, index=21): {u'stim': u'Enrique'}
118.3765 	EXP 	window1: recordFrameIntervals = False
118.3856 	EXP 	text: autoDraw = False
118.3856 	EXP 	text: text = u'Enrique'
118.3856 	EXP 	text: autoDraw = True
118.3858 	EXP 	window1: recordFrameIntervals = False
120.9192 	DATA 	Keypress: space
120.9196 	EXP 	New trial (rep=0, index=22): {u'stim': u'Rosa'}
120.9234 	EXP 	window1: recordFrameIntervals = False
120.9357 	EXP 	text: autoDraw = False
120.9357 	EXP 	text: text = u'Rosa'
120.9357 	EXP 	text: autoDraw = True
120.9359 	EXP 	window1: recordFrameIntervals = False
123.1193 	DATA 	Keypress: space
123.1197 	EXP 	New trial (rep=0, index=23): {u'stim': u'Israel'}
123.1235 	EXP 	window1: recordFrameIntervals = False
123.1359 	EXP 	text: autoDraw = False
123.1359 	EXP 	text: text = u'Israel'
123.1359 	EXP 	text: autoDraw = True
123.1360 	EXP 	window1: recordFrameIntervals = False
125.6197 	DATA 	Keypress: space
125.6201 	EXP 	New trial (rep=0, index=24): {u'stim': u'\xbfCu\xe1ndo vienes?'}
125.6280 	EXP 	window1: recordFrameIntervals = False
125.6361 	EXP 	text: autoDraw = False
125.6361 	EXP 	text: text = u'\xbfCu\xe1ndo vienes?'
125.6361 	EXP 	text: autoDraw = True
125.6362 	EXP 	window1: recordFrameIntervals = False
129.1568 	DATA 	Keypress: space
129.1572 	EXP 	New trial (rep=0, index=25): {u'stim': u'\xbfVienes a las 6?'}
129.1632 	EXP 	window1: recordFrameIntervals = False
129.1709 	EXP 	text: autoDraw = False
